X,Y,Z,Angle,Distance,Retro,UTC
741027.38739967,3740618.45300293,261.5369873,-0.10472,6.31,0.215,56017.246094
741027.38439941,3740618.39819336,261.54180908,-0.11345,6.31,0.215,56017.246094
741027.38170052,3740618.34338379,261.54669189,-0.12217,6.31,0.215,56017.246094
741027.36120033,3740618.28833008,261.54379272,-0.1309,6.33,0.221,56017.246094
741027.36860085,3740618.23358154,261.55319214,-0.13963,6.32,0.215,56017.246094
741027.34889984,3740618.17810059,261.5506897,-0.14835,6.34,0.215,56017.246094
741027.35720062,3740618.12347412,261.56039429,-0.15708,6.33,0.221,56017.246094
741027.33839989,3740618.06762695,261.55841064,-0.16581,6.35,0.215,56017.246094
741027.33839989,3740618.01251221,261.56451416,-0.17453,6.35,0.215,56017.246094
741027.32060051,3740617.95617676,261.56289673,-0.18326,6.37,0.215,56017.246094
741027.3939991,3740618.88592529,261.52780151,-0.03491,6.26,0.221,56017.257813
741027.37829971,3740618.83251953,261.52688599,-0.04363,6.27,0.221,56017.257813
741027.36310005,3740618.77880859,261.52609253,-0.05236,6.28,0.221,56017.257813
741027.35740089,3740618.72442627,261.5296936,-0.06109,6.28,0.221,56017.257813
741027.34300041,3740618.67041016,261.52938843,-0.06981,6.29,0.221,56017.257813
741027.34729958,3740618.61541748,261.53741455,-0.07854,6.28,0.221,56017.257813
741027.33379936,3740618.56121826,261.5375061,-0.08727,6.29,0.221,56017.257813
741027.32069969,3740618.5067749,261.53781128,-0.09599,6.3,0.221,56017.257813
741027.31719971,3740618.4520874,261.54229736,-0.10472,6.3,0.221,56017.257813
741027.31410027,3740618.3973999,261.54708862,-0.11345,6.3,0.221,56017.257813
741027.31150055,3740618.3427124,261.55200195,-0.12217,6.3,0.215,56017.257813
741027.29100037,3740618.28771973,261.54910278,-0.1309,6.32,0.221,56017.257813
741027.28919983,3740618.23278809,261.55441284,-0.13963,6.32,0.215,56017.257813
741027.28790092,3740618.17797852,261.55990601,-0.14835,6.32,0.221,56017.257813
741027.27779961,3740618.12268066,261.56170654,-0.15708,6.33,0.215,56017.257813
741027.25909996,3740618.06677246,261.55960083,-0.16581,6.35,0.215,56017.257813
741027.25909996,3740618.01177979,261.56570435,-0.17453,6.35,0.215,56017.257813
741027.2595005,3740617.95672607,261.57211304,-0.18326,6.35,0.215,56017.257813
741027.39080048,3740619.31561279,261.51501465,0.03491,6.25,0.227,56017.269531
741027.3987999,3740619.25909424,261.52481079,0.02618,6.23,0.227,56017.269531
741027.37129974,3740619.20819092,261.5184021,0.01745,6.25,0.232,56017.269531
741027.36219978,3740619.15441895,261.52029419,0.00873,6.25,0.414,56017.269531
741027.34440041,3740619.10168457,261.5184021,0.0,6.26,0.503,56017.269531
741027.32710075,3740619.04870605,261.51669312,-0.00873,6.27,0.47,56017.269531
741027.33740044,3740618.99261475,261.52740479,-0.01745,6.25,0.221,56017.273438
741027.32089996,3740618.93951416,261.52609253,-0.02618,6.26,0.221,56017.273438
741027.30489922,3740618.8861084,261.5249939,-0.03491,6.27,0.221,56017.273438
741027.29829979,3740618.83190918,261.52810669,-0.04363,6.27,0.221,56017.273438
741027.28310013,3740618.77819824,261.52740479,-0.05236,6.28,0.221,56017.273438
741027.2682991,3740618.7243042,261.52688599,-0.06109,6.29,0.221,56017.273438
741027.26300049,3740618.6697998,261.53060913,-0.06981,6.29,0.221,56017.273438
741027.25819969,3740618.61517334,261.53460693,-0.07854,6.29,0.227,56017.273438
741027.24469948,3740618.56091309,261.53460693,-0.08727,6.3,0.221,56017.273438
741027.24069977,3740618.50622559,261.53900146,-0.09599,6.3,0.215,56017.273438
741027.23719978,3740618.45147705,261.54348755,-0.10472,6.3,0.215,56017.273438
741027.22500038,3740618.39691162,261.54418945,-0.11345,6.31,0.215,56017.273438
741027.22229958,3740618.34210205,261.54919434,-0.12217,6.31,0.221,56017.273438
