X,Y,Z,Angle,Distance,Retro,UTC
741018.42280006,3740618.05981445,261.65390015,-0.15708,6.34,0.221,56018.726563
741018.42239952,3740618.00469971,261.65930176,-0.16581,6.34,0.221,56018.726563
741018.42499924,3740618.6072998,261.63500977,-0.06981,6.28,0.221,56018.738281
741018.41110039,3740618.55322266,261.63430786,-0.07854,6.29,0.221,56018.738281
741018.40679932,3740618.49859619,261.63790894,-0.08727,6.29,0.215,56018.738281
741018.4029007,3740618.44390869,261.64169312,-0.09599,6.29,0.215,56018.738281
741018.39030075,3740618.3894043,261.64169312,-0.10472,6.3,0.221,56018.738281
741018.3871994,3740618.3347168,261.64590454,-0.11345,6.3,0.215,56018.738281
741018.37549973,3740618.27990723,261.64620972,-0.12217,6.31,0.215,56018.738281
741018.36420059,3740618.22491455,261.64678955,-0.1309,6.32,0.215,56018.738281
741018.34420013,3740618.1696167,261.64349365,-0.13963,6.34,0.221,56018.738281
741018.35199928,3740618.11480713,261.65258789,-0.14835,6.33,0.215,56018.738281
741018.3512001,3740618.05981445,261.6578064,-0.15708,6.33,0.215,56018.738281
741018.33250046,3740618.00402832,261.6552124,-0.16581,6.35,0.215,56018.738281
741018.42480087,3740619.09320068,261.62130737,0.00873,6.26,0.326,56018.75
741018.41620064,3740619.03918457,261.62298584,0.0,6.26,0.503,56018.75
741018.39889908,3740618.98632813,261.62069702,-0.00873,6.27,0.486,56018.75
741018.39109993,3740618.93212891,261.62271118,-0.01745,6.27,0.276,56018.75
741018.39279938,3740618.87689209,261.62908936,-0.02618,6.26,0.221,56018.753906
741018.3859005,3740618.82269287,261.63150024,-0.03491,6.26,0.221,56018.753906
741018.37940025,3740618.76849365,261.63409424,-0.04363,6.26,0.221,56018.753906
741018.36420059,3740618.71490479,261.63290405,-0.05236,6.27,0.221,56018.753906
741018.34950066,3740618.66107178,261.63180542,-0.06109,6.28,0.221,56018.753906
741018.34429932,3740618.60662842,261.63500977,-0.06981,6.28,0.221,56018.753906
741018.33950043,3740618.55200195,261.63839722,-0.07854,6.28,0.221,56018.753906
741018.3260994,3740618.49780273,261.63790894,-0.08727,6.29,0.215,56018.753906
741018.32220078,3740618.44317627,261.64181519,-0.09599,6.29,0.221,56018.753906
741018.30039978,3740618.38879395,261.63760376,-0.10472,6.31,0.221,56018.753906
741018.29739952,3740618.33398438,261.64181519,-0.11345,6.31,0.215,56018.753906
741018.28560066,3740618.27911377,261.64221191,-0.12217,6.32,0.215,56018.753906
741018.28350067,3740618.22418213,261.64678955,-0.1309,6.32,0.221,56018.753906
