X,Y,Z,Angle,Distance,Retro,UTC
741013.97490025,3740618.47009277,261.66540527,-0.08727,6.3,0.221,56019.460938
741013.97089958,3740618.41540527,261.66891479,-0.09599,6.3,0.215,56019.460938
741013.95820045,3740618.36077881,261.66848755,-0.10472,6.31,0.221,56019.460938
741013.9460001,3740618.30603027,261.66830444,-0.11345,6.32,0.221,56019.460938
741013.94340038,3740618.25109863,261.6723938,-0.12217,6.32,0.215,56019.460938
741013.93200016,3740618.19598389,261.67269897,-0.1309,6.33,0.221,56019.460938
741013.93029976,3740618.14099121,261.67718506,-0.13963,6.33,0.221,56019.460938
741013.92889977,3740618.08587646,261.68188477,-0.14835,6.33,0.227,56019.460938
741013.91889954,3740618.03057861,261.68270874,-0.15708,6.34,0.221,56019.460938
741013.90929985,3740617.97509766,261.68380737,-0.16581,6.35,0.215,56019.460938
741013.96520042,3740618.9586792,261.65219116,-0.00873,6.28,0.497,56019.472656
741013.94830036,3740618.90551758,261.64981079,-0.01745,6.29,0.365,56019.472656
741013.95890045,3740618.84918213,261.66000366,-0.02618,6.27,0.221,56019.472656
741013.95199966,3740618.79492188,261.66210938,-0.03491,6.27,0.215,56019.472656
741013.93630028,3740618.74127197,261.66030884,-0.04363,6.28,0.221,56019.472656
741013.92109966,3740618.68762207,261.65869141,-0.05236,6.29,0.221,56019.472656
741013.91539955,3740618.63299561,261.66140747,-0.06109,6.29,0.221,56019.472656
741013.91020012,3740618.57843018,261.66430664,-0.06981,6.29,0.221,56019.472656
741013.89620018,3740618.52416992,261.66329956,-0.07854,6.3,0.221,56019.472656
741013.88269997,3740618.46990967,261.6625061,-0.08727,6.31,0.215,56019.472656
741013.87870026,3740618.41497803,261.66598511,-0.09599,6.31,0.221,56019.472656
741013.88440037,3740618.35998535,261.67379761,-0.10472,6.3,0.221,56019.472656
741013.87209988,3740618.30529785,261.6736145,-0.11345,6.31,0.221,56019.472656
741013.8604002,3740618.25042725,261.67370605,-0.12217,6.32,0.221,56019.472656
741013.84899998,3740618.19537354,261.67388916,-0.1309,6.33,0.221,56019.472656
741013.84720039,3740618.14038086,261.67840576,-0.13963,6.33,0.221,56019.472656
741013.84589958,3740618.08532715,261.68310547,-0.14835,6.33,0.221,56019.472656
741013.83590031,3740618.0300293,261.68399048,-0.15708,6.34,0.215,56019.472656
741013.82629967,3740617.9744873,261.68499756,-0.16581,6.35,0.215,56019.472656
741013.97780037,3740619.38647461,261.65490723,0.06109,6.26,0.227,56019.484375
741013.97539997,3740619.33117676,261.65921021,0.05236,6.25,0.227,56019.484375
741013.95569992,3740619.27929688,261.65539551,0.04363,6.26,0.227,56019.484375
741013.95419979,3740619.22399902,261.66000366,0.03491,6.25,0.227,56019.484375
741013.94419956,3740619.17028809,261.66079712,0.02618,6.25,0.227,56019.484375
741013.93470001,3740619.11651611,261.66171265,0.01745,6.25,0.221,56019.484375
741013.92560005,3740619.06268311,261.66281128,0.00873,6.25,0.232,56019.484375
741013.88980007,3740619.01251221,261.65179443,0.0,6.28,0.481,56019.484375
741013.88150024,3740618.95831299,261.65328979,-0.00873,6.28,0.497,56019.484375
741013.86460018,3740618.9050293,261.65090942,-0.01745,6.29,0.359,56019.484375
741013.88440037,3740618.84771729,261.66519165,-0.02618,6.26,0.221,56019.484375
741013.86830044,3740618.79437256,261.66320801,-0.03491,6.27,0.221,56019.484375
741013.85270023,3740618.74090576,261.66140747,-0.04363,6.28,0.221,56019.484375
741013.84659958,3740618.68640137,261.66390991,-0.05236,6.28,0.221,56019.484375
741013.84090042,3740618.63189697,261.66659546,-0.06109,6.28,0.221,56019.484375
741013.82649994,3740618.57788086,261.66540527,-0.06981,6.29,0.221,56019.484375
741013.81260014,3740618.52380371,261.66439819,-0.07854,6.3,0.215,56019.484375
741013.80819988,3740618.46899414,261.66769409,-0.08727,6.3,0.221,56019.484375
741013.80420017,3740618.41430664,261.67120361,-0.09599,6.3,0.215,56019.484375
741013.79160023,3740618.35968018,261.67080688,-0.10472,6.31,0.215,56019.484375
741013.79759979,3740618.3046875,261.67880249,-0.11345,6.3,0.221,56019.484375
741013.77670002,3740618.25,261.67480469,-0.12217,6.32,0.221,56019.488281
741013.77449989,3740618.19500732,261.67910767,-0.1309,6.32,0.215,56019.488281
741013.76360035,3740618.13989258,261.67950439,-0.13963,6.33,0.215,56019.488281
741013.77140045,3740618.08508301,261.68829346,-0.14835,6.32,0.221,56019.488281
741013.74310017,3740618.0291748,261.68099976,-0.15708,6.35,0.215,56019.488281
741013.75179958,3740617.97442627,261.69018555,-0.16581,6.34,0.215,56019.488281
741013.9769001,3740619.99029541,261.63449097,0.15708,6.34,0.265,56019.496094
741013.98239994,3740619.81567383,261.65368652,0.1309,6.28,0.227,56019.496094
741013.96780014,3740619.76281738,261.65219116,0.12217,6.28,0.227,56019.496094
741013.95349979,3740619.70977783,261.65100098,0.11345,6.28,0.227,56019.496094
741013.94849968,3740619.65441895,261.65411377,0.10472,6.27,0.227,56019.496094
741013.9350996,3740619.60119629,261.65328979,0.09599,6.27,0.227,56019.496094
741013.93089962,3740619.54589844,261.65679932,0.08727,6.26,0.227,56019.496094
741013.91839981,3740619.49261475,261.65631104,0.07854,6.26,0.227,56019.496094
741013.91520023,3740619.43731689,261.66018677,0.06981,6.25,0.227,56019.5
741013.89459991,3740619.38580322,261.65600586,0.06109,6.26,0.227,56019.5
741013.90120029,3740619.32867432,261.66439819,0.05236,6.24,0.227,56019.5
741013.89039993,3740619.27532959,261.66479492,0.04363,6.24,0.227,56019.5
741013.88000011,3740619.22167969,261.66531372,0.03491,6.24,0.227,56019.5
741013.87010002,3740619.16809082,261.66610718,0.02618,6.24,0.227,56019.5
741013.85159969,3740619.11578369,261.66290283,0.01745,6.25,0.227,56019.5
741013.85149956,3740619.06060791,261.66809082,0.00873,6.24,0.232,56019.5
741013.81569958,3740619.01049805,261.65710449,0.0,6.27,0.486,56019.5
741013.80739975,3740618.9564209,261.65859985,-0.00873,6.27,0.503,56019.5
741013.79049969,3740618.90319824,261.65618896,-0.01745,6.28,0.359,56019.5
741013.80119991,3740618.84698486,261.66641235,-0.02618,6.26,0.221,56019.5
741013.78520012,3740618.79370117,261.66439819,-0.03491,6.27,0.221,56019.5
741013.77859974,3740618.73931885,261.66668701,-0.04363,6.27,0.221,56019.5
741013.77250004,3740618.68499756,261.66918945,-0.05236,6.27,0.221,56019.5
741013.75769997,3740618.63122559,261.66778564,-0.06109,6.28,0.221,56019.5
741013.74339962,3740618.57720947,261.66659546,-0.06981,6.29,0.221,56019.5
741013.74769974,3740618.52209473,261.67379761,-0.07854,6.28,0.215,56019.5
741013.73419952,3740618.46789551,261.67300415,-0.08727,6.29,0.221,56019.5
741013.72109985,3740618.41351318,261.6723938,-0.09599,6.3,0.215,56019.5
741013.72669983,3740618.35852051,261.6802063,-0.10472,6.29,0.221,56019.5
741013.71450043,3740618.30401611,261.67999268,-0.11345,6.3,0.215,56019.5
741013.71179962,3740618.24920654,261.68411255,-0.12217,6.3,0.221,56019.5
741013.69139957,3740618.19421387,261.68029785,-0.1309,6.32,0.215,56019.5
741013.68039989,3740618.13909912,261.68078613,-0.13963,6.33,0.215,56019.5
741013.67910004,3740618.08410645,261.68548584,-0.14835,6.33,0.215,56019.5
741013.67819977,3740618.02911377,261.69039917,-0.15708,6.33,0.215,56019.5
741013.66860008,3740617.97357178,261.69140625,-0.16581,6.34,0.221,56019.5
741013.9357996,3740620.09228516,261.64440918,0.17453,6.33,0.271,56019.511719
741013.91889954,3740620.03961182,261.64199829,0.16581,6.33,0.26,56019.511719
741013.91110039,3740619.98400879,261.64389038,0.15708,6.32,0.271,56019.511719
741013.91240025,3740619.92578125,261.65008545,0.14835,6.3,0.232,56019.511719
741013.91429996,3740619.86767578,261.65649414,0.13963,6.28,0.232,56019.511719
741013.89920044,3740619.81500244,261.65490723,0.1309,6.28,0.232,56019.511719
741013.90209961,3740619.75720215,261.66171265,0.12217,6.26,0.227,56019.511719
741013.88790035,3740619.70428467,261.66049194,0.11345,6.26,0.227,56019.511719
741013.87409973,3740619.65142822,261.65939331,0.10472,6.26,0.227,56019.511719
741013.8696003,3740619.59613037,261.66268921,0.09599,6.25,0.221,56019.511719
741013.85659981,3740619.54302979,261.66210938,0.08727,6.25,0.227,56019.511719
741013.85299969,3740619.48779297,261.665802,0.07854,6.24,0.227,56019.511719
741013.84090042,3740619.43457031,261.66558838,0.06981,6.24,0.227,56019.511719
741013.82929993,3740619.38128662,261.66549683,0.06109,6.24,0.227,56019.511719
741013.81799984,3740619.32788086,261.66571045,0.05236,6.24,0.232,56019.511719
741013.81620026,3740619.27282715,261.67010498,0.04363,6.23,0.227,56019.511719
741013.80580044,3740619.21942139,261.67068481,0.03491,6.23,0.227,56019.511719
741013.79590034,3740619.16577148,261.67138672,0.02618,6.23,0.227,56019.511719
741013.78639984,3740619.11218262,261.6723938,0.01745,6.23,0.227,56019.511719
741013.76830006,3740619.05987549,261.66940308,0.00873,6.24,0.238,56019.511719
741013.74160004,3740619.00848389,261.66241455,0.0,6.26,0.486,56019.511719
741013.73330021,3740618.95452881,261.66400146,-0.00873,6.26,0.497,56019.511719
741013.71640015,3740618.90142822,261.66159058,-0.01745,6.27,0.337,56019.511719
741013.72710037,3740618.84521484,261.67169189,-0.02618,6.25,0.221,56019.511719
741013.7201004,3740618.79107666,261.67379761,-0.03491,6.25,0.221,56019.511719
741013.7045002,3740618.73779297,261.67199707,-0.04363,6.26,0.221,56019.511719
741013.69839954,3740618.68347168,261.67449951,-0.05236,6.26,0.221,56019.511719
741013.68369961,3740618.62982178,261.67318726,-0.06109,6.27,0.221,56019.511719
741013.67840004,3740618.57537842,261.67608643,-0.06981,6.27,0.215,56019.511719
741013.66450024,3740618.52130127,261.67510986,-0.07854,6.28,0.221,56019.511719
741013.66919994,3740618.46636963,261.68249512,-0.08727,6.27,0.215,56019.511719
741013.64700031,3740618.41247559,261.67779541,-0.09599,6.29,0.215,56019.511719
741013.64350033,3740618.35778809,261.68148804,-0.10472,6.29,0.221,56019.511719
741013.64039993,3740618.30310059,261.68539429,-0.11345,6.29,0.221,56019.511719
741013.62870026,3740618.24841309,261.68539429,-0.12217,6.3,0.221,56019.511719
741013.63560009,3740618.19372559,261.69378662,-0.1309,6.29,0.221,56019.511719
741013.61550045,3740618.13867188,261.69009399,-0.13963,6.31,0.221,56019.511719
741013.59589958,3740618.08331299,261.68670654,-0.14835,6.33,0.221,56019.511719
741013.60420036,3740618.02862549,261.69570923,-0.15708,6.32,0.21,56019.511719
