X,Y,Z,Angle,Distance,Retro,UTC
741021.02149963,3740618.4083252,261.65231323,-0.10472,6.25,0.215,56018.3125
741021.01849937,3740618.35388184,261.65670776,-0.11345,6.25,0.215,56018.3125
741021.0067997,3740618.29962158,261.65719604,-0.12217,6.26,0.215,56018.3125
741020.99550056,3740618.24511719,261.65789795,-0.1309,6.27,0.221,56018.3125
741020.98460007,3740618.19042969,261.65881348,-0.13963,6.28,0.221,56018.3125
741020.99250031,3740618.1361084,261.66799927,-0.14835,6.27,0.215,56018.3125
741020.98250008,3740618.08129883,261.66931152,-0.15708,6.28,0.221,56018.3125
741021.03300095,3740618.89068604,261.64300537,-0.02618,6.2,0.227,56018.324219
741021.01709938,3740618.83789063,261.64151001,-0.03491,6.21,0.221,56018.324219
741021.01070023,3740618.78411865,261.64419556,-0.04363,6.21,0.221,56018.324219
741021.00460052,3740618.73028564,261.64718628,-0.05236,6.21,0.221,56018.324219
741020.98999977,3740618.67700195,261.64630127,-0.06109,6.22,0.221,56018.324219
741020.97570038,3740618.62347412,261.64559937,-0.06981,6.23,0.221,56018.324219
741020.97100067,3740618.56939697,261.64910889,-0.07854,6.23,0.221,56018.324219
741020.9666996,3740618.51531982,261.65289307,-0.08727,6.23,0.221,56018.324219
741020.96279907,3740618.46118164,261.65679932,-0.09599,6.23,0.221,56018.324219
741020.94109917,3740618.40740967,261.65289307,-0.10472,6.25,0.215,56018.324219
741020.93810081,3740618.35308838,261.65719604,-0.11345,6.25,0.221,56018.324219
741020.93549919,3740618.29882813,261.66171265,-0.12217,6.25,0.221,56018.324219
741020.92420006,3740618.24432373,261.66241455,-0.1309,6.26,0.221,56018.324219
741020.92250061,3740618.18988037,261.66729736,-0.13963,6.26,0.221,56018.324219
741020.91209984,3740618.13531494,261.668396,-0.14835,6.27,0.221,56018.328125
741020.91130066,3740618.08081055,261.67379761,-0.15708,6.27,0.215,56018.328125
741021.03289986,3740619.3704834,261.62930298,0.05236,6.2,0.232,56018.339844
741021.03120041,3740619.31567383,261.63430786,0.04363,6.19,0.227,56018.339844
741021.02090073,3740619.26257324,261.63531494,0.03491,6.19,0.232,56018.339844
741021.02009964,3740619.20800781,261.64059448,0.02618,6.18,0.232,56018.339844
741021.00169945,3740619.15618896,261.63790894,0.01745,6.19,0.227,56018.339844
741021.00169945,3740619.10162354,261.64358521,0.00873,6.18,0.448,56018.339844
741020.97509956,3740619.05059814,261.63720703,0.0,6.2,0.503,56018.339844
741020.96699905,3740618.99707031,261.63919067,-0.00873,6.2,0.453,56018.339844
741020.95929909,3740618.94360352,261.64138794,-0.01745,6.2,0.232,56018.339844
741020.95199966,3740618.88989258,261.64370728,-0.02618,6.2,0.227,56018.339844
741020.93600082,3740618.83709717,261.64221191,-0.03491,6.21,0.221,56018.339844
741020.92959976,3740618.7833252,261.64498901,-0.04363,6.21,0.221,56018.339844
741020.92359924,3740618.72949219,261.64788818,-0.05236,6.21,0.221,56018.339844
741020.90889931,3740618.6762085,261.64700317,-0.06109,6.22,0.221,56018.339844
741020.90379906,3740618.62219238,261.65029907,-0.06981,6.22,0.215,56018.339844
741020.89900017,3740618.56817627,261.65390015,-0.07854,6.22,0.215,56018.339844
741020.88559914,3740618.51452637,261.65359497,-0.08727,6.23,0.221,56018.339844
741020.87260056,3740618.46069336,261.65341187,-0.09599,6.24,0.221,56018.339844
741020.86919975,3740618.40637207,261.65759277,-0.10472,6.24,0.221,56018.339844
741020.85700035,3740618.35229492,261.65789795,-0.11345,6.25,0.221,56018.339844
