X,Y,Z,Angle,Distance,Retro,UTC
741020.46220016,3740621.81280518,261.74520874,0.46251,6.41,0.309,56018.5625
741020.46199989,3740621.74462891,261.75210571,0.45379,6.37,0.243,56018.5625
741020.44739914,3740621.68731689,261.75149536,0.44506,6.35,0.249,56018.5625
741020.4333992,3740621.63000488,261.75119019,0.43633,6.33,0.249,56018.5625
741020.45120049,3740622.11138916,261.7461853,0.50615,6.53,0.298,56018.574219
741020.44039917,3740622.04797363,261.74789429,0.49742,6.5,0.304,56018.574219
741020.43029976,3740621.98468018,261.74990845,0.48869,6.47,0.298,56018.574219
741020.41349983,3740621.92718506,261.74829102,0.47997,6.45,0.298,56018.574219
741020.39719963,3740621.86968994,261.74700928,0.47124,6.43,0.293,56018.574219
741020.38150024,3740621.81219482,261.74591064,0.46251,6.41,0.309,56018.574219
741020.38129997,3740621.74389648,261.75268555,0.45379,6.37,0.243,56018.574219
741020.3743,3740621.68121338,261.75601196,0.44506,6.34,0.249,56018.574219
741020.35280037,3740621.62927246,261.75180054,0.43633,6.33,0.254,56018.574219
741020.43370056,3740622.35357666,261.75030518,0.54105,6.63,0.293,56018.585938
741020.42040062,3740622.28991699,261.75088501,0.53233,6.6,0.287,56018.585938
741020.40069962,3740622.23217773,261.74810791,0.5236,6.58,0.298,56018.585938
741020.3885994,3740622.1685791,261.74920654,0.51487,6.55,0.304,56018.585938
741020.37000084,3740622.11090088,261.74688721,0.50615,6.53,0.298,56018.585938
741020.35199928,3740622.05328369,261.74481201,0.49742,6.51,0.304,56018.585938
741020.34910011,3740621.98419189,261.75048828,0.48869,6.47,0.304,56018.585938
741020.33230019,3740621.92669678,261.74890137,0.47997,6.45,0.293,56018.585938
741020.31609917,3740621.86920166,261.74758911,0.47124,6.43,0.293,56018.585938
741020.3003006,3740621.81170654,261.74649048,0.46251,6.41,0.315,56018.585938
741020.30760002,3740621.73797607,261.75720215,0.45379,6.36,0.254,56018.589844
741020.29310036,3740621.68078613,261.7565918,0.44506,6.34,0.249,56018.589844
741020.28680038,3740621.61828613,261.76010132,0.43633,6.31,0.249,56018.589844
741020.46509933,3740622.80200195,261.75479126,0.60214,6.84,0.276,56018.601563
741020.38190079,3740622.48101807,261.75061035,0.55851,6.69,0.282,56018.601563
741020.36030006,3740622.42327881,261.74688721,0.54978,6.67,0.293,56018.601563
741020.34630013,3740622.35931396,261.74719238,0.54105,6.64,0.293,56018.601563
741020.33989906,3740622.28942871,261.75149536,0.53233,6.6,0.293,56018.601563
741020.32019997,3740622.23168945,261.74859619,0.5236,6.58,0.304,56018.601563
741020.30820084,3740622.16809082,261.74978638,0.51487,6.55,0.298,56018.601563
741020.28960037,3740622.11047363,261.74740601,0.50615,6.53,0.298,56018.601563
741020.27160072,3740622.05279541,261.74530029,0.49742,6.51,0.304,56018.601563
741020.2541008,3740621.99517822,261.74349976,0.48869,6.49,0.309,56018.601563
741020.25919914,3740621.92059326,261.7532959,0.47997,6.44,0.304,56018.601563
741020.23559952,3740621.86871338,261.74810791,0.47124,6.43,0.298,56018.601563
741020.22730064,3740621.80578613,261.75079346,0.46251,6.4,0.304,56018.601563
741020.22710037,3740621.73760986,261.75769043,0.45379,6.36,0.249,56018.601563
741020.22019958,3740621.67498779,261.76098633,0.44506,6.33,0.243,56018.601563
741020.19869995,3740621.62322998,261.75680542,0.43633,6.32,0.254,56018.601563
741020.45610046,3740623.06591797,261.76080322,0.63705,6.97,0.271,56018.613281
741020.43540001,3740623.00140381,261.75820923,0.62832,6.94,0.271,56018.613281
741020.41530037,3740622.93688965,261.75579834,0.61959,6.91,0.276,56018.613281
741020.3227005,3740622.53808594,261.75531006,0.56723,6.71,0.293,56018.613281
741020.30060005,3740622.48040771,261.75131226,0.55851,6.69,0.293,56018.613281
741020.27899933,3740622.42260742,261.74771118,0.54978,6.67,0.293,56018.613281
741020.26499939,3740622.35870361,261.74798584,0.54105,6.64,0.293,56018.613281
741020.25869942,3740622.28881836,261.75219727,0.53233,6.6,0.293,56018.613281
741020.23889923,3740622.2310791,261.74938965,0.5236,6.58,0.304,56018.613281
741020.21969986,3740622.17340088,261.7467041,0.51487,6.56,0.298,56018.613281
741020.20829964,3740622.10980225,261.74810791,0.50615,6.53,0.304,56018.613281
741020.19029999,3740622.05218506,261.7460022,0.49742,6.51,0.309,56018.613281
741020.18009949,3740621.98876953,261.74789429,0.48869,6.48,0.309,56018.613281
741020.17060089,3740621.92559814,261.75009155,0.47997,6.45,0.304,56018.613281
741020.15430069,3740621.86810303,261.74880981,0.47124,6.43,0.298,56018.613281
741020.1385994,3740621.81060791,261.74771118,0.46251,6.41,0.315,56018.613281
741020.12339973,3740621.75311279,261.74679565,0.45379,6.39,0.254,56018.613281
741020.13890076,3740621.67431641,261.76159668,0.44506,6.33,0.249,56018.613281
741020.10230064,3740621.63299561,261.74969482,0.43633,6.34,0.26,56018.613281
741020.46509933,3740623.41668701,261.76568604,0.68068,7.16,0.254,56018.625
741020.44689941,3740623.34490967,261.76489258,0.67195,7.12,0.26,56018.625
741020.42320061,3740623.28009033,261.76089478,0.66323,7.09,0.26,56018.625
741020.40019989,3740623.21539307,261.7572937,0.6545,7.06,0.282,56018.625
741020.3906002,3740623.13677979,261.76098633,0.64577,7.01,0.276,56018.625
741020.37549973,3740623.06542969,261.76150513,0.63705,6.97,0.282,56018.625
741020.26119995,3740622.67871094,261.75,0.58469,6.79,0.287,56018.625
741020.24449921,3740622.61437988,261.74920654,0.57596,6.76,0.293,56018.625
741020.23530006,3740622.54388428,261.75219727,0.56723,6.72,0.293,56018.628906
741020.21999931,3740622.47979736,261.75189209,0.55851,6.69,0.298,56018.628906
741020.1984005,3740622.42211914,261.74819946,0.54978,6.67,0.293,56018.628906
741020.19140053,3740622.35198975,261.75219727,0.54105,6.63,0.298,56018.628906
741020.17810059,3740622.28820801,261.75280762,0.53233,6.6,0.298,56018.628906
741020.1583004,3740622.23052979,261.74990845,0.5236,6.58,0.304,56018.628906
741020.14629936,3740622.16687012,261.75100708,0.51487,6.55,0.304,56018.628906
741020.12770081,3740622.10931396,261.74859619,0.50615,6.53,0.304,56018.628906
741020.10239983,3740622.05737305,261.74279785,0.49742,6.52,0.309,56018.628906
741020.09950066,3740621.98828125,261.74841309,0.48869,6.48,0.315,56018.628906
741020.09000015,3740621.92498779,261.75061035,0.47997,6.45,0.304,56018.628906
741020.07369995,3740621.86749268,261.7492981,0.47124,6.43,0.304,56018.628906
741020.05800056,3740621.81011963,261.74810791,0.46251,6.41,0.309,56018.628906
741020.06529999,3740621.73638916,261.75878906,0.45379,6.36,0.249,56018.628906
741020.05080032,3740621.67907715,261.75820923,0.44506,6.34,0.254,56018.628906
741020.02930069,3740621.62719727,261.7539978,0.43633,6.33,0.26,56018.628906
741020.4598999,3740623.71191406,261.76928711,0.71558,7.33,0.243,56018.640625
741020.45019913,3740623.625,261.77380371,0.70686,7.27,0.243,56018.640625
741020.42359924,3740623.56018066,261.76849365,0.69813,7.24,0.249,56018.640625
741020.41580009,3740623.47369385,261.77380371,0.68941,7.18,0.249,56018.640625
741020.38459969,3740623.41619873,261.76580811,0.68068,7.16,0.254,56018.640625
741020.36639977,3740623.34429932,261.76501465,0.67195,7.12,0.26,56018.640625
741020.33650017,3740623.28662109,261.75759888,0.66323,7.1,0.26,56018.640625
741020.31970024,3740623.21478271,261.75738525,0.6545,7.06,0.282,56018.640625
741020.32279968,3740623.12237549,261.76800537,0.64577,6.99,0.238,56018.640625
741020.21610069,3740622.80682373,261.75268555,0.60214,6.85,0.282,56018.640625
741020.19799995,3740622.74237061,261.75119019,0.59341,6.82,0.287,56018.640625
741020.1807003,3740622.67810059,261.75009155,0.58469,6.79,0.293,56018.640625
741020.16399956,3740622.61376953,261.74920654,0.57596,6.76,0.293,56018.640625
741020.14789963,3740622.54962158,261.74859619,0.56723,6.73,0.298,56018.640625
741020.13260078,3740622.48547363,261.74829102,0.55851,6.7,0.298,56018.640625
741020.11090088,3740622.4276123,261.74459839,0.54978,6.68,0.298,56018.640625
741020.10390091,3740622.35748291,261.74850464,0.54105,6.64,0.298,56018.640625
741020.09049988,3740622.29370117,261.74899292,0.53233,6.61,0.304,56018.640625
741020.07069969,3740622.23590088,261.74609375,0.5236,6.59,0.304,56018.640625
741020.05150032,3740622.17810059,261.74349976,0.51487,6.57,0.309,56018.640625
741020.03280067,3740622.12042236,261.74108887,0.50615,6.55,0.309,56018.640625
741020.46179962,3740624.01568604,261.77529907,0.75049,7.51,0.243,56018.652344
741020.44249916,3740623.93560791,261.77481079,0.74176,7.46,0.232,56018.652344
741020.42989922,3740623.8480835,261.77801514,0.73304,7.4,0.232,56018.652344
741020.39520073,3740623.79077148,261.7684021,0.72431,7.38,0.238,56018.652344
741020.37859917,3740623.71099854,261.769104,0.71558,7.33,0.243,56018.652344
741020.35700035,3740623.63879395,261.76681519,0.70686,7.29,0.249,56018.652344
741020.3362999,3740623.56658936,261.76489258,0.69813,7.25,0.249,56018.652344
741020.31629944,3740623.49450684,261.76339722,0.68941,7.21,0.249,56018.652344
741020.29719925,3740623.42248535,261.76220703,0.68068,7.17,0.254,56018.652344
741020.28510094,3740623.34338379,261.76470947,0.67195,7.12,0.26,56018.652344
