X,Y,Z,Angle,Distance,Retro,UTC
741031.95590019,3740621.77508545,261.61230469,0.45379,6.29,0.249,56016.652344
741031.94169998,3740621.71838379,261.61239624,0.44506,6.27,0.232,56016.652344
741031.93549919,3740621.65649414,261.61660767,0.43633,6.24,0.238,56016.652344
741031.99309921,3740622.54992676,261.61239624,0.56723,6.61,0.315,56016.679688
741032.02420044,3740622.92407227,261.61920166,0.61959,6.78,0.298,56016.691406
741032.01200104,3740622.8538208,261.62161255,0.61087,6.74,0.298,56016.691406
741031.9939003,3740622.7902832,261.62078857,0.60214,6.71,0.309,56016.691406
741031.96319962,3740622.73980713,261.61291504,0.59341,6.7,0.309,56016.691406
741031.94639969,3740622.67626953,261.61260986,0.58469,6.67,0.315,56016.691406
741031.93029976,3740622.61279297,261.61260986,0.57596,6.64,0.315,56016.691406
741031.91489983,3740622.54949951,261.61291504,0.56723,6.61,0.315,56016.691406
741031.70680046,3740621.71722412,261.6144104,0.44506,6.27,0.238,56016.695313
741032.02090073,3740623.1854248,261.62368774,0.6545,6.91,0.282,56016.707031
741032.00569916,3740623.11468506,261.62490845,0.64577,6.87,0.282,56016.707031
741031.98489952,3740623.05102539,261.62289429,0.63705,6.84,0.287,56016.707031
741031.96479988,3740622.98730469,261.6211853,0.62832,6.81,0.287,56016.707031
741031.94540024,3740622.92358398,261.61968994,0.61959,6.78,0.298,56016.707031
741031.93320084,3740622.85339355,261.62219238,0.61087,6.74,0.298,56016.707031
741031.90859985,3740622.79638672,261.6177063,0.60214,6.72,0.309,56016.707031
741031.8845005,3740622.73937988,261.61349487,0.59341,6.7,0.309,56016.707031
741031.86770058,3740622.67590332,261.6131897,0.58469,6.67,0.309,56016.707031
741031.83609962,3740622.54901123,261.61340332,0.56723,6.61,0.315,56016.707031
741032.01139832,3740623.37652588,261.63330078,0.68068,7.0,0.276,56016.71875
741031.9878006,3740623.31268311,261.63000488,0.67195,6.97,0.282,56016.71875
741031.96489906,3740623.24890137,261.62710571,0.66323,6.94,0.282,56016.71875
741031.94269943,3740623.18511963,261.62438965,0.6545,6.91,0.282,56016.71875
741031.92760086,3740623.11437988,261.62561035,0.64577,6.87,0.282,56016.71875
741031.91320038,3740623.04382324,261.62710571,0.63705,6.83,0.282,56016.71875
741031.89310074,3740622.98022461,261.62539673,0.62832,6.8,0.287,56016.71875
741031.86730003,3740622.92327881,261.62039185,0.61959,6.78,0.287,56016.71875
741031.8484993,3740622.85968018,261.61920166,0.61087,6.75,0.293,56016.71875
741031.83699989,3740622.78948975,261.62200928,0.60214,6.71,0.304,56016.71875
