X,Y,Z,Angle,Distance,Retro,UTC
741035.00889969,3740621.85070801,261.57479858,0.46251,6.29,0.304,56016.132813
741034.99409866,3740621.79412842,261.57489014,0.45379,6.27,0.26,56016.132813
741034.97980118,3740621.73760986,261.57528687,0.44506,6.25,0.26,56016.132813
741034.97359848,3740621.67590332,261.57971191,0.43633,6.22,0.276,56016.132813
741034.95289993,3740621.62469482,261.57659912,0.42761,6.21,0.326,56016.132813
741035.02149963,3740622.12640381,261.58349609,0.50615,6.38,0.32,56016.148438
741035.0041008,3740622.06988525,261.58239746,0.49742,6.36,0.32,56016.148438
741034.98709869,3740622.01330566,261.58151245,0.48869,6.34,0.32,56016.148438
741034.96220016,3740621.89471436,261.58441162,0.47124,6.29,0.326,56016.148438
741034.93209839,3740621.84918213,261.57659912,0.46251,6.29,0.309,56016.148438
741034.93230057,3740621.78192139,261.58441162,0.45379,6.25,0.26,56016.148438
741035.01269913,3740622.35760498,261.5881958,0.54105,6.47,0.32,56016.160156
741034.98089981,3740622.23840332,261.58810425,0.5236,6.42,0.326,56016.160156
741034.96229935,3740622.18188477,261.58648682,0.51487,6.4,0.326,56016.160156
741034.94430161,3740622.12530518,261.58520508,0.50615,6.38,0.32,56016.160156
741034.92679977,3740622.06878662,261.58410645,0.49742,6.36,0.32,56016.160156
741034.91719818,3740622.00646973,261.58709717,0.48869,6.33,0.326,56016.160156
741034.9007988,3740621.95001221,261.58648682,0.47997,6.31,0.32,56016.160156
741034.88499832,3740621.89361572,261.58609009,0.47124,6.29,0.315,56016.160156
741034.86240005,3740621.84259033,261.58209229,0.46251,6.28,0.298,56016.160156
741034.96310043,3740622.48168945,261.58718872,0.55851,6.53,0.315,56016.171875
741034.94910049,3740622.41888428,261.58828735,0.54978,6.5,0.32,56016.171875
741034.92869949,3740622.36218262,261.58599854,0.54105,6.48,0.315,56016.171875
741034.91600037,3740622.29949951,261.58770752,0.53233,6.45,0.32,56016.171875
741034.89680099,3740622.24291992,261.58578491,0.5236,6.43,0.326,56016.171875
741034.87820053,3740622.1862793,261.584198,0.51487,6.41,0.32,56016.171875
741034.86729813,3740622.1237793,261.58670044,0.50615,6.38,0.326,56016.171875
741034.84989929,3740622.06732178,261.58560181,0.49742,6.36,0.32,56016.171875
741034.832901,3740622.01068115,261.58468628,0.48869,6.34,0.326,56016.171875
741034.8166008,3740621.95422363,261.58410645,0.47997,6.32,0.32,56016.171875
741034.80810165,3740621.89208984,261.58758545,0.47124,6.29,0.315,56016.171875
741034.77799988,3740621.84661865,261.57971191,0.46251,6.29,0.315,56016.171875
741034.77069855,3740621.784729,261.58370972,0.45379,6.26,0.287,56016.175781
741034.75650024,3740621.72821045,261.58401489,0.44506,6.24,0.287,56016.175781
741034.74280167,3740621.67181396,261.58450317,0.43633,6.22,0.276,56016.175781
741034.7220993,3740621.62060547,261.58139038,0.42761,6.21,0.326,56016.175781
741034.88539886,3740622.48028564,261.58850098,0.55851,6.53,0.32,56016.1875
741034.8512001,3740622.36077881,261.58731079,0.54105,6.48,0.32,56016.1875
741034.81219864,3740622.24749756,261.58331299,0.5236,6.44,0.326,56016.1875
741034.79349899,3740622.1907959,261.58169556,0.51487,6.42,0.32,56016.1875
741034.7826004,3740622.12817383,261.584198,0.50615,6.39,0.32,56016.1875
741034.76509857,3740622.07159424,261.58300781,0.49742,6.37,0.32,56016.1875
741034.74819946,3740622.01501465,261.58221436,0.48869,6.35,0.326,56016.1875
741034.73910141,3740621.95281982,261.58538818,0.47997,6.32,0.326,56016.1875
741034.72330093,3740621.8961792,261.58499146,0.47124,6.3,0.32,56016.1875
741034.70059967,3740621.84521484,261.5809021,0.46251,6.29,0.315,56016.1875
741034.68579865,3740621.78857422,261.58099365,0.45379,6.27,0.276,56016.1875
741034.67910004,3740621.72680664,261.58520508,0.44506,6.24,0.276,56016.1875
741034.65779877,3740621.67559814,261.58178711,0.43633,6.23,0.287,56016.1875
741034.63710022,3740621.62438965,261.57870483,0.42761,6.22,0.32,56016.1875
741034.78770065,3740622.42248535,261.58731079,0.54978,6.51,0.32,56016.199219
741034.73540115,3740622.24639893,261.58468628,0.5236,6.44,0.32,56016.199219
741034.72389984,3740622.18377686,261.58691406,0.51487,6.41,0.326,56016.199219
