X,Y,Z,Angle,Distance,Retro,UTC
741018.01379967,3740622.09967041,261.75250244,0.50615,6.54,0.298,56018.972656
741017.99570084,3740622.04199219,261.75021362,0.49742,6.52,0.304,56018.972656
741017.98539925,3740621.97857666,261.75189209,0.48869,6.49,0.298,56018.972656
741017.96850014,3740621.92089844,261.75009155,0.47997,6.47,0.293,56018.972656
741017.95949936,3740621.85772705,261.75241089,0.47124,6.44,0.293,56018.972656
741017.94370079,3740621.8001709,261.75109863,0.46251,6.42,0.304,56018.972656
741017.95840073,3740621.72088623,261.76550293,0.45379,6.36,0.227,56018.976563
741017.95140076,3740621.65838623,261.76858521,0.44506,6.33,0.227,56018.976563
741017.9375,3740621.60131836,261.76818848,0.43633,6.31,0.227,56018.976563
741018.01759911,3740622.47619629,261.75360107,0.55851,6.71,0.287,56018.988281
741017.9958992,3740622.41827393,261.74969482,0.54978,6.69,0.293,56018.988281
741017.98880005,3740622.3480835,261.75350952,0.54105,6.65,0.293,56018.988281
741017.97540092,3740622.28417969,261.75390625,0.53233,6.62,0.298,56018.988281
741017.95549965,3740622.22637939,261.75079346,0.5236,6.6,0.298,56018.988281
741017.93619919,3740622.16851807,261.74789429,0.51487,6.58,0.298,56018.988281
741017.92469978,3740622.10479736,261.74911499,0.50615,6.55,0.298,56018.988281
741017.90649986,3740622.04699707,261.74679565,0.49742,6.53,0.309,56018.988281
741017.89620018,3740621.98352051,261.74850464,0.48869,6.5,0.309,56018.988281
741017.88660049,3740621.92022705,261.75061035,0.47997,6.47,0.304,56018.988281
741017.87759972,3740621.85699463,261.75280762,0.47124,6.44,0.293,56018.988281
741017.86179924,3740621.79937744,261.75149536,0.46251,6.42,0.304,56018.988281
741017.87649918,3740621.72021484,261.76589966,0.45379,6.36,0.227,56018.988281
741017.85440063,3740621.66827393,261.7612915,0.44506,6.35,0.227,56018.988281
741017.85560036,3740621.6005249,261.76849365,0.43633,6.31,0.221,56018.988281
741018.0135994,3740622.80389404,261.75619507,0.60214,6.87,0.282,56019.0
741017.99539948,3740622.73937988,261.75448608,0.59341,6.84,0.282,56019.0
741017.97789955,3740622.67492676,261.75311279,0.58469,6.81,0.293,56019.0
741017.96789932,3740622.60412598,261.75561523,0.57596,6.77,0.298,56019.0
741017.95179939,3740622.53979492,261.75479126,0.56723,6.74,0.287,56019.0
741017.94330025,3740622.46942139,261.75799561,0.55851,6.7,0.293,56019.0
741017.92160034,3740622.41149902,261.75408936,0.54978,6.68,0.293,56019.0
741017.90749931,3740622.34747314,261.75421143,0.54105,6.65,0.293,56019.0
741017.89410019,3740622.28363037,261.75460815,0.53233,6.62,0.298,56019.0
741017.88129997,3740622.2197876,261.75518799,0.5236,6.59,0.298,56019.0
741017.8621006,3740622.16210938,261.75241089,0.51487,6.57,0.298,56019.0
741017.85059929,3740622.09838867,261.75360107,0.50615,6.54,0.304,56019.0
741017.83979988,3740622.03491211,261.75509644,0.49742,6.51,0.304,56019.0
741017.82229996,3740621.97729492,261.75299072,0.48869,6.49,0.304,56019.0
741017.80540085,3740621.9196167,261.75119019,0.47997,6.47,0.298,56019.0
741017.79640007,3740621.85638428,261.75350952,0.47124,6.44,0.293,56019.0
741017.78059959,3740621.79888916,261.75219727,0.46251,6.42,0.304,56019.0
741017.80270004,3740621.71417236,261.77050781,0.45379,6.35,0.232,56019.0
741017.79570007,3740621.65167236,261.77359009,0.44506,6.32,0.227,56019.0
741017.78190041,3740621.59472656,261.77310181,0.43633,6.3,0.227,56019.0
741018.02009964,3740623.14031982,261.76290894,0.64577,7.04,0.265,56019.011719
741018.0048008,3740623.06872559,261.76321411,0.63705,7.0,0.271,56019.011719
741017.99029922,3740622.99719238,261.76379395,0.62832,6.96,0.271,56019.011719
741017.97660065,3740622.92578125,261.76480103,0.61959,6.92,0.282,56019.011719
741017.95059967,3740622.86791992,261.75891113,0.61087,6.9,0.282,56019.011719
741017.93840027,3740622.79681396,261.76049805,0.60214,6.86,0.282,56019.011719
741017.92029953,3740622.7322998,261.75891113,0.59341,6.83,0.287,56019.011719
741017.90950012,3740622.66149902,261.7611084,0.58469,6.79,0.293,56019.011719
741017.88610077,3740622.60357666,261.75640869,0.57596,6.77,0.287,56019.015625
741017.87680054,3740622.53302002,261.75930786,0.56723,6.73,0.293,56019.015625
741017.8614006,3740622.46887207,261.75878906,0.55851,6.7,0.293,56019.015625
741017.83979988,3740622.41101074,261.75491333,0.54978,6.68,0.293,56019.015625
741017.83270073,3740622.34088135,261.75869751,0.54105,6.64,0.293,56019.015625
741017.8192997,3740622.27709961,261.75900269,0.53233,6.61,0.298,56019.015625
741017.79949951,3740622.21929932,261.75601196,0.5236,6.59,0.298,56019.015625
741017.79450035,3740622.14971924,261.7605896,0.51487,6.55,0.304,56019.015625
741017.76869965,3740622.09790039,261.75430298,0.50615,6.54,0.298,56019.015625
741017.7507,3740622.04022217,261.75201416,0.49742,6.52,0.309,56019.015625
741017.74769974,3740621.97113037,261.75750732,0.48869,6.48,0.304,56019.015625
741017.73080063,3740621.91351318,261.75579834,0.47997,6.46,0.298,56019.015625
741017.72190094,3740621.85028076,261.75799561,0.47124,6.43,0.293,56019.015625
741017.70610046,3740621.79290771,261.75680542,0.46251,6.41,0.271,56019.015625
741017.7208004,3740621.71368408,261.77108765,0.45379,6.35,0.232,56019.015625
741017.71389961,3740621.65118408,261.77429199,0.44506,6.32,0.227,56019.015625
741017.70000076,3740621.59417725,261.77380371,0.43633,6.3,0.227,56019.015625
741018.01379967,3740623.42010498,261.76959229,0.68068,7.19,0.254,56019.027344
741017.98920059,3740623.35522461,261.7651062,0.67195,7.16,0.254,56019.027344
741017.9715004,3740623.28320313,261.76431274,0.66323,7.12,0.254,56019.027344
741017.96089935,3740623.20428467,261.76739502,0.6545,7.07,0.26,56019.027344
741017.94479942,3740623.13262939,261.76730347,0.64577,7.03,0.271,56019.027344
741017.92959976,3740623.06097412,261.76760864,0.63705,6.99,0.276,56019.027344
741017.90870094,3740622.99627686,261.76470947,0.62832,6.96,0.282,56019.027344
